PT001482_PT013803_VB04173_R,PT001483_PT013804_VB04172_F,PT001482_PT013803_VB04173_R_+_PT001483_PT013804_VB04172_F
LL001312_R,LL001000_F,LL001312_R_+_LL001000_F
LL001335_R,LL000989_F,LL001335_R_+_LL000989_F
LL001594_R,LL000789_F,LL001594_R_+_LL000789_F
LL001616_R,LL000774_F,LL001616_R_+_LL000774_F
LL001753_R,LL001754_F,LL001753_R_+_LL001754_F
LL001707_R,LL001705_F,LL001707_R_+_LL001705_F
LL001358_R,LL000959_F,LL001358_R_+_LL000959_F
LL000890_R,LL000898_F,LL000890_R_+_LL000898_F
LL000931_R,LL000939_F,LL000931_R_+_LL000939_F
LL001011_R,LL001019_F,LL001011_R_+_LL001019_F
LL001123_R,LL001131_F,LL001123_R_+_LL001131_F
LL001613_R,LL001608_F,LL001613_R_+_LL001608_F
PT009733_PT014511_VB00094_VB04449_R,PT002136_PT013933_VB04454_F,PT009733_PT014511_VB00094_VB04449_R_+_PT002136_PT013933_VB04454_F
PT018620_VB03545_R,PT018618_VB03543_F,PT018620_VB03545_R_+_PT018618_VB03543_F
PT001822_R,PT001823_F,PT001822_R_+_PT001823_F
PT001825_R,PT001826_F,PT001825_R_+_PT001826_F
PT001828_VB03440_R,PT001829_F,PT001828_VB03440_R_+_PT001829_F
PT001831_R,PT001832_F,PT001831_R_+_PT001832_F
PT001834_R,PT001835_F,PT001834_R_+_PT001835_F
PT001682_VB01427_VB01907_R,PT001686_VB01420_VB01903_F,PT001682_VB01427_VB01907_R_+_PT001686_VB01420_VB01903_F
VB04621_R,VB04616_F,VB04621_R_+_VB04616_F
VB05363_R,VB05362_F,VB05363_R_+_VB05362_F
LL001640_R,LL000721_F,LL001640_R_+_LL000721_F
LL001174_R,LL001173_F,LL001174_R_+_LL001173_F
LL001373_R,LL001372_F,LL001373_R_+_LL001372_F
PT000146_PT013218_VB04562_R,PT000148_PT013220_VB04563_F,PT000146_PT013218_VB04562_R_+_PT000148_PT013220_VB04563_F
PT000159_PT013231_R,PT000161_PT013233_F,PT000159_PT013231_R_+_PT000161_PT013233_F
PT000219_PT013254_R,PT000222_PT013257_F,PT000219_PT013254_R_+_PT000222_PT013257_F
PT000682_PT013353_R,PT000678_PT000681_PT013350_PT013352_VB04574_F,PT000682_PT013353_R_+_PT000678_PT000681_PT013350_PT013352_VB04574_F
PT019018_PT019031_PT019043_VB02783_VB04336_R,PT019016_PT019029_PT019041_VB02785_F,PT019018_PT019031_PT019043_VB02783_VB04336_R_+_PT019016_PT019029_PT019041_VB02785_F
VB00716_R,VB03366_F,VB00716_R_+_VB03366_F
LL000755_R,LL001635_F,LL000755_R_+_LL001635_F
LL000798_R,LL001576_F,LL000798_R_+_LL001576_F
LL000828_R,LL001555_F,LL000828_R_+_LL001555_F
LL000922_R,LL001394_F,LL000922_R_+_LL001394_F
LL000948_R,LL001369_F,LL000948_R_+_LL001369_F
LL001081_R,LL001196_F,LL001081_R_+_LL001196_F
LL001822_R,LL001819_F,LL001822_R_+_LL001819_F
PT000233_PT013268_R,PT000229_PT013264_F,PT000233_PT013268_R_+_PT000229_PT013264_F
PT019015_PT019028_PT019040_VB02791_VB04344_R,PT019013_PT019026_PT019038_VB02788_VB04341_F,PT019015_PT019028_PT019040_VB02791_VB04344_R_+_PT019013_PT019026_PT019038_VB02788_VB04341_F
LL000785_R,LL001595_F,LL000785_R_+_LL001595_F
LL000985_R,LL001336_F,LL000985_R_+_LL001336_F
LL000996_R,LL001313_F,LL000996_R_+_LL001313_F
PT018594_VB03481_R,PT018603_VB03489_F,PT018594_VB03481_R_+_PT018603_VB03489_F
LL001096_R,LL001098_F,LL001096_R_+_LL001098_F
LL001114_R,LL001116_F,LL001114_R_+_LL001116_F
LL001145_R,LL001147_F,LL001145_R_+_LL001147_F
LL000732_R,LL000734_F,LL000732_R_+_LL000734_F
LL000813_R,LL000815_F,LL000813_R_+_LL000815_F
LL000849_R,LL000851_F,LL000849_R_+_LL000851_F
LL000864_R,LL000866_F,LL000864_R_+_LL000866_F
LL000879_R,LL000881_F,LL000879_R_+_LL000881_F
LL000913_R,LL000915_F,LL000913_R_+_LL000915_F
LL001040_R,LL001042_F,LL001040_R_+_LL001042_F
LL001183_R,LL001104_F,LL001183_R_+_LL001104_F
LL001382_R,LL000946_F,LL001382_R_+_LL000946_F
LL000768_R,LL001624_F,LL000768_R_+_LL001624_F
LL000782_R,LL001604_F,LL000782_R_+_LL001604_F
LL000826_R,LL001563_F,LL000826_R_+_LL001563_F
LL001928_R,LL001970_F,LL001928_R_+_LL001970_F
LL001535_R,LL001547_F,LL001535_R_+_LL001547_F
LL001579_R,LL001591_F,LL001579_R_+_LL001591_F
LL002321_R,LL002327_F,LL002321_R_+_LL002327_F
PT002908_PT002917_VB03524_R,PT002910_PT002919_VB03528_F,PT002908_PT002917_VB03524_R_+_PT002910_PT002919_VB03528_F
LL000897_R,LL000902_F,LL000897_R_+_LL000902_F
LL000938_R,LL000943_F,LL000938_R_+_LL000943_F
PT000184_VB01243_R,PT000179_VB01219_VB01922_F,PT000184_VB01243_R_+_PT000179_VB01219_VB01922_F
LL000564_R,LL000563_F,LL000564_R_+_LL000563_F
LL001018_R,LL001023_F,LL001018_R_+_LL001023_F
LL001130_R,LL001135_F,LL001130_R_+_LL001135_F
LL001217_R,LL001203_F,LL001217_R_+_LL001203_F
LL001356_R,LL001342_F,LL001356_R_+_LL001342_F
LL001428_R,LL001414_F,LL001428_R_+_LL001414_F
LL001447_R,LL001433_F,LL001447_R_+_LL001433_F
LL001464_R,LL001450_F,LL001464_R_+_LL001450_F
LL001498_R,LL001484_F,LL001498_R_+_LL001484_F
PT003014_PT011849_VB03933_R,PT003010_PT011845_VB03948_F,PT003014_PT011849_VB03933_R_+_PT003010_PT011845_VB03948_F
PT012641_PT022560_PT022593_PT022658_PT022691_VB02272_R,PT004971_PT007824_PT022537_PT022599_PT022635_PT022697_VB02273_F,PT012641_PT022560_PT022593_PT022658_PT022691_VB02272_R_+_PT004971_PT007824_PT022537_PT022599_PT022635_PT022697_VB02273_F
PT012642_PT022561_PT022659_VB02359_R,PT004972_PT007825_PT022538_PT022636_VB02360_F,PT012642_PT022561_PT022659_VB02359_R_+_PT004972_PT007825_PT022538_PT022636_VB02360_F
PT012643_PT022562_PT022660_VB02480_R,PT004973_PT007826_PT022539_PT022637_VB02481_F,PT012643_PT022562_PT022660_VB02480_R_+_PT004973_PT007826_PT022539_PT022637_VB02481_F
PT000156_PT013228_VB04573_R,PT000155_PT013227_F,PT000156_PT013228_VB04573_R_+_PT000155_PT013227_F
PT000158_PT013230_R,PT000157_PT013229_F,PT000158_PT013230_R_+_PT000157_PT013229_F
PT000166_PT013238_R,PT000165_PT013237_F,PT000166_PT013238_R_+_PT000165_PT013237_F
PT000169_PT000700_PT013241_PT013370_R,PT000168_PT000691_PT013240_PT013361_F,PT000169_PT000700_PT013241_PT013370_R_+_PT000168_PT000691_PT013240_PT013361_F
PT000227_PT013262_R,PT000225_PT013260_F,PT000227_PT013262_R_+_PT000225_PT013260_F
PT001464_PT013786_VB04146_R,PT001461_PT013783_VB04147_F,PT001464_PT013786_VB04146_R_+_PT001461_PT013783_VB04147_F
PT001565_PT008685_VB02111_R,PT015910_VB02115_F,PT001565_PT008685_VB02111_R_+_PT015910_VB02115_F
PT001567_PT008683_VB02118_R,PT015912_VB02121_F,PT001567_PT008683_VB02118_R_+_PT015912_VB02121_F
PT001571_PT002495_PT002941_PT008687_R,PT015931_VB02340_F,PT001571_PT002495_PT002941_PT008687_R_+_PT015931_VB02340_F
PT001577_R,PT015948_F,PT001577_R_+_PT015948_F
PT001059_PT001468_PT007431_PT013491_PT013789_R,PT001470_PT013791_VB04181_F,PT001059_PT001468_PT007431_PT013491_PT013789_R_+_PT001470_PT013791_VB04181_F
PT025011_PT025034_R,PT025017_PT025040_F,PT025011_PT025034_R_+_PT025017_PT025040_F
PT025058_PT025081_R,PT025064_PT025087_F,PT025058_PT025081_R_+_PT025064_PT025087_F
LL000947_R,LL001366_F,LL000947_R_+_LL001366_F
LL001080_R,LL001193_F,LL001080_R_+_LL001193_F
PT001615_PT008667_VB02160_VB02443_R,PT015914_VB02164_F,PT001615_PT008667_VB02160_VB02443_R_+_PT015914_VB02164_F
PT001617_PT008695_VB02218_VB02504_R,VB01494_VB02508_F,PT001617_PT008695_VB02218_VB02504_R_+_VB01494_VB02508_F
PT001619_VB02223_R,PT015916_VB02227_F,PT001619_VB02223_R_+_PT015916_VB02227_F
PT001625_VB02275_R,PT015920_VB02279_F,PT001625_VB02275_R_+_PT015920_VB02279_F
PT001627_VB02280_R,VB01493_VB02284_F,PT001627_VB02280_R_+_VB01493_VB02284_F
PT001629_VB02308_R,PT015925_VB02313_F,PT001629_VB02308_R_+_PT015925_VB02313_F
PT001633_VB02341_R,PT015933_VB02346_F,PT001633_VB02341_R_+_PT015933_VB02346_F
PT001635_VB02364_R,PT015935_VB02368_F,PT001635_VB02364_R_+_PT015935_VB02368_F
PT000990_R,PT000998_F,PT000990_R_+_PT000998_F
PT001792_PT013887_R,PT001778_PT013873_PT013884_F,PT001792_PT013887_R_+_PT001778_PT013873_PT013884_F
PT010970_PT010976_R,PT010968_PT010974_F,PT010970_PT010976_R_+_PT010968_PT010974_F
PT015910_VB02115_R,PT001566_PT008686_VB02113_VB03636_F,PT015910_VB02115_R_+_PT001566_PT008686_VB02113_VB03636_F
PT015912_VB02121_R,PT001568_PT008684_VB02119_F,PT015912_VB02121_R_+_PT001568_PT008684_VB02119_F
PT015931_VB02340_R,PT001572_PT002496_PT008688_PT012691_VB02338_F,PT015931_VB02340_R_+_PT001572_PT002496_PT008688_PT012691_VB02338_F
PT015948_R,PT001578_F,PT015948_R_+_PT001578_F
VB00159_R,VB00138_F,VB00159_R_+_VB00138_F
VB03791_R,VB03790_F,VB03791_R_+_VB03790_F
LL001523_R,LL001528_F,LL001523_R_+_LL001528_F
LL001825_R,LL001828_F,LL001825_R_+_LL001828_F
PT000918_R,PT000920_F,PT000918_R_+_PT000920_F
LL001156_R,LL001161_F,LL001156_R_+_LL001161_F
LL001255_R,LL001260_F,LL001255_R_+_LL001260_F
LL001400_R,LL001405_F,LL001400_R_+_LL001405_F
LL001502_R,LL001507_F,LL001502_R_+_LL001507_F
PT003330_PT003363_VB01303_R,PT003328_PT003361_VB01326_F,PT003330_PT003363_VB01303_R_+_PT003328_PT003361_VB01326_F
VB00977_R,VB00980_F,VB00977_R_+_VB00980_F
VB01304_R,VB01327_F,VB01304_R_+_VB01327_F
PT000128_PT013202_R,PT000133_PT013207_F,PT000128_PT013202_R_+_PT000133_PT013207_F
PT000188_VB01214_VB01919_R,PT000177_VB01218_VB01921_F,PT000188_VB01214_VB01919_R_+_PT000177_VB01218_VB01921_F
PT002340_R,PT002342_F,PT002340_R_+_PT002342_F
PT003010_PT011845_VB03948_R,PT003023_PT011858_VB03937_F,PT003010_PT011845_VB03948_R_+_PT003023_PT011858_VB03937_F
LL000772_R,LL001612_F,LL000772_R_+_LL001612_F
PT001301_PT001383_PT002800_PT013659_PT013714_R,PT001385_PT013716_F,PT001301_PT001383_PT002800_PT013659_PT013714_R_+_PT001385_PT013716_F
PT001389_PT013719_R,PT001391_PT013721_VB00692_F,PT001389_PT013719_R_+_PT001391_PT013721_VB00692_F
PT001395_PT013724_R,PT001397_PT013726_F,PT001395_PT013724_R_+_PT001397_PT013726_F
LL001357_R,LL000956_F,LL001357_R_+_LL000956_F
LL001029_R,LL001256_F,LL001029_R_+_LL001256_F
LL001151_R,LL001157_F,LL001151_R_+_LL001157_F
LL001675_R,LL001674_F,LL001675_R_+_LL001674_F
LL001690_R,LL001686_F,LL001690_R_+_LL001686_F
PT000897_VB03661_R,VB06140_F,PT000897_VB03661_R_+_VB06140_F
PT000916_R,PT000925_F,PT000916_R_+_PT000925_F
LL000838_R,LL001524_F,LL000838_R_+_LL001524_F
LL000885_R,LL001503_F,LL000885_R_+_LL001503_F
LL000919_R,LL001401_F,LL000919_R_+_LL001401_F
LL000121_R,LL000122_F,LL000121_R_+_LL000122_F
LL000751_R,LL000737_F,LL000751_R_+_LL000737_F
LL000980_R,LL000966_F,LL000980_R_+_LL000966_F
LL001060_R,LL001046_F,LL001060_R_+_LL001046_F
PT001678_VB01745_VB01901_R,PT000052_PT002390_PT007460_PT010016_VB01718_VB01719_VB01899_F,PT001678_VB01745_VB01901_R_+_PT000052_PT002390_PT007460_PT010016_VB01718_VB01719_VB01899_F
PT002501_R,PT000488_F,PT002501_R_+_PT000488_F
PT002655_VB02156_R,PT000482_PT002640_VB02145_VB03641_F,PT002655_VB02156_R_+_PT000482_PT002640_VB02145_VB03641_F
PT012887_VB04024_R,PT012885_VB04022_F,PT012887_VB04024_R_+_PT012885_VB04022_F
VB00256_R,VB00254_F,VB00256_R_+_VB00254_F
PT001460_PT013782_VB04142_R,PT001447_PT013770_F,PT001460_PT013782_VB04142_R_+_PT001447_PT013770_F
VB01324_R,VB01273_F,VB01324_R_+_VB01273_F
VB01325_R,VB01274_F,VB01325_R_+_VB01274_F
VB03143_R,VB03134_F,VB03143_R_+_VB03134_F
VB03914_VB05699_R,VB03909_F,VB03914_VB05699_R_+_VB03909_F
LL001315_R,LL001003_F,LL001315_R_+_LL001003_F
LL001338_R,LL000992_F,LL001338_R_+_LL000992_F
LL001597_R,LL000792_F,LL001597_R_+_LL000792_F
PT005108_R,PT005109_F,PT005108_R_+_PT005109_F
PT005127_VB00957_R,PT005129_VB00958_F,PT005127_VB00957_R_+_PT005129_VB00958_F
PT005128_R,PT005130_F,PT005128_R_+_PT005130_F
PT018605_VB03491_R,PT018600_VB03487_F,PT018605_VB03491_R_+_PT018600_VB03487_F
LL001646_R,LL001643_F,LL001646_R_+_LL001643_F
LL001612_R,LL000773_F,LL001612_R_+_LL000773_F
PT001385_PT013716_R,PT001310_PT002802_PT013668_F,PT001385_PT013716_R_+_PT001310_PT002802_PT013668_F
VB00013_R,VB00016_F,VB00013_R_+_VB00016_F
VB04619_R,VB04620_F,VB04619_R_+_VB04620_F
LL000740_R,LL000744_F,LL000740_R_+_LL000744_F
LL000969_R,LL000973_F,LL000969_R_+_LL000973_F
LL001049_R,LL001053_F,LL001049_R_+_LL001053_F
LL001177_R,LL001176_F,LL001177_R_+_LL001176_F
LL001376_R,LL001375_F,LL001376_R_+_LL001375_F
PT004952_PT007806_PT022517_PT022615_VB01729_VB02147_VB05775_R,PT002648_VB02150_F,PT004952_PT007806_PT022517_PT022615_VB01729_VB02147_VB05775_R_+_PT002648_VB02150_F
PT025025_PT025048_R,PT025017_PT025040_F,PT025025_PT025048_R_+_PT025017_PT025040_F
PT025072_PT025095_R,PT025064_PT025087_F,PT025072_PT025095_R_+_PT025064_PT025087_F
PT005135_R,PT005125_F,PT005135_R_+_PT005125_F
PT018597_VB03484_R,PT018604_VB03490_F,PT018597_VB03484_R_+_PT018604_VB03490_F
VB01001_VB01472_R,PT006101_PT014296_VB00515_F,VB01001_VB01472_R_+_PT006101_PT014296_VB00515_F
VB03918_R,VB03919_F,VB03918_R_+_VB03919_F
PT001472_PT013793_VB04184_R,PT001475_PT013796_VB04189_F,PT001472_PT013793_VB04184_R_+_PT001475_PT013796_VB04189_F
LL001269_R,LL001027_F,LL001269_R_+_LL001027_F
LL001299_R,LL001006_F,LL001299_R_+_LL001006_F
LL001537_R,LL000836_F,LL001537_R_+_LL000836_F
LL001581_R,LL000795_F,LL001581_R_+_LL000795_F
VB01014_VB01403_R,VB01013_VB01397_F,VB01014_VB01403_R_+_VB01013_VB01397_F
PT008469_VB02614_R,PT008468_VB02615_F,PT008469_VB02614_R_+_PT008468_VB02615_F
PT008661_VB01722_VB02455_R,PT022522_PT022620_VB01738_VB02456_F,PT008661_VB01722_VB02455_R_+_PT022522_PT022620_VB01738_VB02456_F
PT011345_PT011354_R,PT003401_PT014204_F,PT011345_PT011354_R_+_PT003401_PT014204_F
PT012885_VB04022_R,PT012886_VB04023_F,PT012885_VB04022_R_+_PT012886_VB04023_F
PT019136_VB03036_R,PT019135_F,PT019136_VB03036_R_+_PT019135_F
PT025129_PT025186_R,PT025131_PT025188_F,PT025129_PT025186_R_+_PT025131_PT025188_F
VB00254_R,VB04612_F,VB00254_R_+_VB04612_F
VB02603_R,VB02604_F,VB02603_R_+_VB02604_F
VB04379_R,PT003400_PT014203_VB04367_VB04380_F,VB04379_R_+_PT003400_PT014203_VB04367_VB04380_F
VB05257_R,VB05258_F,VB05257_R_+_VB05258_F
LL000278_R,LL000279_F,LL000278_R_+_LL000279_F
PT001479_PT013800_VB04177_R,PT001484_PT013805_VB04182_F,PT001479_PT013800_VB04177_R_+_PT001484_PT013805_VB04182_F
PT003337_PT003370_VB01628_R,PT003335_PT003368_VB01633_F,PT003337_PT003370_VB01628_R_+_PT003335_PT003368_VB01633_F
PT001651_VB02075_R,PT001652_VB02076_F,PT001651_VB02075_R_+_PT001652_VB02076_F
PT001653_VB02220_R,PT001654_VB02221_F,PT001653_VB02220_R_+_PT001654_VB02221_F
PT001655_VB02483_R,PT001656_VB02484_F,PT001655_VB02483_R_+_PT001656_VB02484_F
PT001657_VB02493_R,PT001658_VB02496_F,PT001657_VB02493_R_+_PT001658_VB02496_F
PT001680_PT005084_VB01902_R,PT001679_PT005085_F,PT001680_PT005084_VB01902_R_+_PT001679_PT005085_F
PT011349_PT011358_VB04428_R,PT006685_PT008330_PT014367_PT014479_VB04429_F,PT011349_PT011358_VB04428_R_+_PT006685_PT008330_PT014367_PT014479_VB04429_F
PT016089_VB02882_R,PT008293_PT008299_PT008305_PT014475_PT016088_VB00170_VB02883_F,PT016089_VB02882_R_+_PT008293_PT008299_PT008305_PT014475_PT016088_VB00170_VB02883_F
PT018138_R,PT018139_F,PT018138_R_+_PT018139_F
LL000893_R,LL000896_F,LL000893_R_+_LL000896_F
LL000934_R,LL000937_F,LL000934_R_+_LL000937_F
LL000544_R,LL000546_F,LL000544_R_+_LL000546_F
LL000567_R,LL000568_F,LL000567_R_+_LL000568_F
LL000605_R,LL000607_F,LL000605_R_+_LL000607_F
LL001014_R,LL001017_F,LL001014_R_+_LL001017_F
LL001126_R,LL001129_F,LL001126_R_+_LL001129_F
PT000554_PT000871_VB03070_R,PT000556_PT000875_VB03072_F,PT000554_PT000871_VB03070_R_+_PT000556_PT000875_VB03072_F
PT001491_PT013811_R,PT001490_PT013810_F,PT001491_PT013811_R_+_PT001490_PT013810_F
PT002588_PT014047_R,PT002590_PT014049_F,PT002588_PT014047_R_+_PT002590_PT014049_F
LL001643_R,LL001640_F,LL001643_R_+_LL001640_F
LL001214_R,LL001212_F,LL001214_R_+_LL001212_F
LL001353_R,LL001351_F,LL001353_R_+_LL001351_F
LL001425_R,LL001423_F,LL001425_R_+_LL001423_F
LL001444_R,LL001442_F,LL001444_R_+_LL001442_F
LL001461_R,LL001459_F,LL001461_R_+_LL001459_F
LL001495_R,LL001493_F,LL001495_R_+_LL001493_F
PT000135_PT013209_R,PT000132_PT013206_F,PT000135_PT013209_R_+_PT000132_PT013206_F
PT000175_VB01236_VB01928_R,PT000176_VB01234_VB01927_F,PT000175_VB01236_VB01928_R_+_PT000176_VB01234_VB01927_F
PT002353_R,PT002351_F,PT002353_R_+_PT002351_F
PT002363_R,PT002362_F,PT002363_R_+_PT002362_F
PT025013_PT025036_R,PT025011_PT025034_F,PT025013_PT025036_R_+_PT025011_PT025034_F
PT025060_PT025083_R,PT025058_PT025081_F,PT025060_PT025083_R_+_PT025058_PT025081_F
LL000431_R,LL000432_F,LL000431_R_+_LL000432_F
LL001161_R,LL001162_F,LL001161_R_+_LL001162_F
LL001260_R,LL001261_F,LL001260_R_+_LL001261_F
LL001405_R,LL001406_F,LL001405_R_+_LL001406_F
LL001507_R,LL001508_F,LL001507_R_+_LL001508_F
LL001528_R,LL001529_F,LL001528_R_+_LL001529_F
PT003328_PT003361_VB01326_R,PT003321_PT003354_VB00829_F,PT003328_PT003361_VB01326_R_+_PT003321_PT003354_VB00829_F
VB00980_R,VB00981_F,VB00980_R_+_VB00981_F
VB01327_R,VB01333_F,VB01327_R_+_VB01333_F
VB01328_R,VB01334_F,VB01328_R_+_VB01334_F
LL001610_R,LL001613_F,LL001610_R_+_LL001613_F
LL001276_R,LL001268_F,LL001276_R_+_LL001268_F
LL001306_R,LL001298_F,LL001306_R_+_LL001298_F
LL001544_R,LL001536_F,LL001544_R_+_LL001536_F
LL001588_R,LL001580_F,LL001588_R_+_LL001580_F
LL001155_R,LL001158_F,LL001155_R_+_LL001158_F
LL001254_R,LL001257_F,LL001254_R_+_LL001257_F
LL001399_R,LL001402_F,LL001399_R_+_LL001402_F
LL001501_R,LL001504_F,LL001501_R_+_LL001504_F
LL001522_R,LL001525_F,LL001522_R_+_LL001525_F
PT000905_VB03676_R,VB06141_F,PT000905_VB03676_R_+_VB06141_F
PT000924_R,PT000919_F,PT000924_R_+_PT000919_F
PT003322_PT003355_VB01300_R,PT003331_PT003364_VB01311_VB05963_F,PT003322_PT003355_VB01300_R_+_PT003331_PT003364_VB01311_VB05963_F
VB00976_VB03913_R,VB00979_F,VB00976_VB03913_R_+_VB00979_F
VB01301_R,VB01313_F,VB01301_R_+_VB01313_F
PT003511_R,PT003513_F,PT003511_R_+_PT003513_F
LL000783_R,LL001598_F,LL000783_R_+_LL001598_F
LL000983_R,LL001339_F,LL000983_R_+_LL001339_F
LL000994_R,LL001316_F,LL000994_R_+_LL001316_F
LL001682_R,LL001683_F,LL001682_R_+_LL001683_F
LL001739_R,LL001772_F,LL001739_R_+_LL001772_F
PT003131_VB02264_R,PT001995_PT002487_VB02266_F,PT003131_VB02264_R_+_PT001995_PT002487_VB02266_F
PT003148_VB02421_R,PT002003_VB02423_F,PT003148_VB02421_R_+_PT002003_VB02423_F
LL001181_R,LL001186_F,LL001181_R_+_LL001186_F
LL001380_R,LL001385_F,LL001380_R_+_LL001385_F
PT003150_PT009215_PT009233_PT022579_PT022677_VB02452_VB03629_VB04056_R,PT002007_VB02454_F,PT003150_PT009215_PT009233_PT022579_PT022677_VB02452_VB03629_VB04056_R_+_PT002007_VB02454_F
LL001068_R,LL001199_F,LL001068_R_+_LL001199_F
LL001090_R,LL001187_F,LL001090_R_+_LL001187_F
PT002658_VB02159_R,PT002643_F,PT002658_VB02159_R_+_PT002643_F
PT003009_PT011844_PT014726_PT014745_VB00509_VB02851_VB03936_R,PT003011_PT011846_PT014730_PT014749_VB00510_VB02853_VB03947_F,PT003009_PT011844_PT014726_PT014745_VB00509_VB02851_VB03936_R_+_PT003011_PT011846_PT014730_PT014749_VB00510_VB02853_VB03947_F
PT006337_VB04164_R,PT006334_VB04168_F,PT006337_VB04164_R_+_PT006334_VB04168_F
PT022590_PT022688_R,PT004979_PT007832_PT022545_PT022600_PT022643_PT022698_VB02274_F,PT022590_PT022688_R_+_PT004979_PT007832_PT022545_PT022600_PT022643_PT022698_VB02274_F
VB00963_VB00964_R,VB00967_VB00968_F,VB00963_VB00964_R_+_VB00967_VB00968_F
LL001708_R,LL001706_F,LL001708_R_+_LL001706_F
PT016985_R,PT016982_PT018698_F,PT016985_R_+_PT016982_PT018698_F
LL001360_R,LL000959_F,LL001360_R_+_LL000959_F
LL001066_R,LL001200_F,LL001066_R_+_LL001200_F
LL001088_R,LL001188_F,LL001088_R_+_LL001188_F
LL001106_R,LL001172_F,LL001106_R_+_LL001172_F
LL001137_R,LL001169_F,LL001137_R_+_LL001169_F
PT002984_PT003022_PT011857_VB02849_VB03934_R,PT003006_PT003007_PT011841_PT014725_PT014744_VB00511_VB02854_F,PT002984_PT003022_PT011857_VB02849_VB03934_R_+_PT003006_PT003007_PT011841_PT014725_PT014744_VB00511_VB02854_F
LL001435_R,LL001446_F,LL001435_R_+_LL001446_F
LL001452_R,LL001463_F,LL001452_R_+_LL001463_F
LL001486_R,LL001497_F,LL001486_R_+_LL001497_F
PT000140_PT013214_R,PT000126_PT013200_F,PT000140_PT013214_R_+_PT000126_PT013200_F
PT000181_VB01226_R,PT000185_VB01241_VB01930_F,PT000181_VB01226_R_+_PT000185_VB01241_VB01930_F
LL001205_R,LL001216_F,LL001205_R_+_LL001216_F
LL001344_R,LL001355_F,LL001344_R_+_LL001355_F
LL001416_R,LL001427_F,LL001416_R_+_LL001427_F
PT002345_R,PT002355_F,PT002345_R_+_PT002355_F
LL001642_R,LL000721_F,LL001642_R_+_LL000721_F
PT000177_VB01218_VB01921_R,PT000184_VB01243_F,PT000177_VB01218_VB01921_R_+_PT000184_VB01243_F
LL001202_R,LL001217_F,LL001202_R_+_LL001217_F
LL001341_R,LL001356_F,LL001341_R_+_LL001356_F
LL001413_R,LL001428_F,LL001413_R_+_LL001428_F
LL001432_R,LL001447_F,LL001432_R_+_LL001447_F
LL001449_R,LL001464_F,LL001449_R_+_LL001464_F
LL001483_R,LL001498_F,LL001483_R_+_LL001498_F
LL001150_R,LL001145_F,LL001150_R_+_LL001145_F
PT000133_PT013207_R,PT000138_PT013212_F,PT000133_PT013207_R_+_PT000138_PT013212_F
LL000736_R,LL000732_F,LL000736_R_+_LL000732_F
LL000818_R,LL000813_F,LL000818_R_+_LL000813_F
LL000854_R,LL000849_F,LL000854_R_+_LL000849_F
LL000869_R,LL000864_F,LL000869_R_+_LL000864_F
LL000884_R,LL000879_F,LL000884_R_+_LL000879_F
LL000918_R,LL000913_F,LL000918_R_+_LL000913_F
LL001045_R,LL001040_F,LL001045_R_+_LL001040_F
LL001079_R,LL001074_F,LL001079_R_+_LL001074_F
PT001317_PT013674_R,PT001316_PT013673_F,PT001317_PT013674_R_+_PT001316_PT013673_F
LL001609_R,LL000772_F,LL001609_R_+_LL000772_F
PT000561_PT000861_VB01444_VB03093_R,PT000560_PT000863_VB01443_VB03092_VB03956_VB05788_F,PT000561_PT000861_VB01444_VB03093_R_+_PT000560_PT000863_VB01443_VB03092_VB03956_VB05788_F
PT001302_PT001384_PT013660_PT013715_R,PT001301_PT001383_PT002800_PT013659_PT013714_F,PT001302_PT001384_PT013660_PT013715_R_+_PT001301_PT001383_PT002800_PT013659_PT013714_F
PT001390_PT013720_R,PT001389_PT013719_F,PT001390_PT013720_R_+_PT001389_PT013719_F
PT001396_PT001418_PT013725_PT013743_R,PT001395_PT013724_F,PT001396_PT001418_PT013725_PT013743_R_+_PT001395_PT013724_F
PT001803_PT013898_R,PT001814_PT013909_F,PT001803_PT013898_R_+_PT001814_PT013909_F
PT007090_PT014378_VB04396_R,PT007092_PT014380_VB04395_F,PT007090_PT014378_VB04396_R_+_PT007092_PT014380_VB04395_F
PT016879_R,PT016880_F,PT016879_R_+_PT016880_F
PT017365_VB04489_R,PT017366_F,PT017365_VB04489_R_+_PT017366_F
LL001173_R,LL001103_F,LL001173_R_+_LL001103_F
LL001372_R,LL000945_F,LL001372_R_+_LL000945_F
LL001560_R,LL000823_F,LL001560_R_+_LL000823_F
LL000424_R,LL000423_F,LL000424_R_+_LL000423_F
LL000720_R,LL000717_F,LL000720_R_+_LL000717_F
LL001601_R,LL000779_F,LL001601_R_+_LL000779_F
LL001621_R,LL000765_F,LL001621_R_+_LL000765_F
PT000568_VB03119_R,PT003287_VB03118_F,PT000568_VB03119_R_+_PT003287_VB03118_F
PT011435_VB02288_R,PT003134_PT022571_PT022669_VB02286_F,PT011435_VB02288_R_+_PT003134_PT022571_PT022669_VB02286_F
PT011597_R,PT011596_F,PT011597_R_+_PT011596_F
VB00205_R,VB00204_F,VB00205_R_+_VB00204_F
LL000423_R,LL000424_F,LL000423_R_+_LL000424_F
LL000717_R,LL000720_F,LL000717_R_+_LL000720_F
